ticket-reference_id;product-reference_id;quantity;price;variation_id
1625;37;1;69.47;6
1625;46;3;92.05;6
1625;35;4;12.51;0
1625;30;2;57.91;10
1626;16;5;86.11;5
1626;7;5;64.13;9
1626;17;3;89.64;0
1626;49;4;90.44;3
1627;14;2;78.74;5
1628;21;1;79.01;10
1628;17;4;59.51;7
1629;26;3;11.24;6
1629;10;5;14.7;8
1630;38;2;29.77;1
1630;17;3;6.09;2
1631;7;4;29.6;8
1631;29;4;76.56;2
1631;11;4;34.91;3
1631;14;3;77.99;3
1631;24;1;22.46;3
1632;6;2;96.36;2
1633;4;1;30.16;1
1633;23;5;18.02;10
1634;28;4;40.14;10
1634;19;5;67.6;7
1634;43;4;61.84;6
1634;14;3;46.79;1
1635;27;4;88.32;2
1635;41;4;48.59;2
1636;25;4;29.11;8
1637;40;5;82.93;1
1637;20;2;9.32;2
1638;16;1;59.47;5
1638;10;3;58.9;6
1638;49;4;53.6;10
1639;38;5;45.32;6
1639;39;4;36.27;2
1639;4;1;43.57;7
1640;26;3;13.05;3
1641;19;5;5.31;6
1641;49;2;99.45;9
1641;50;3;60.74;3
1641;50;2;43.21;8
1641;34;2;63.01;10
1642;45;2;74.97;4
1642;28;3;47.99;9
1642;6;2;99.29;10
1642;1;4;90.66;8
1642;38;5;62.69;1
1643;32;4;57.63;2
1643;9;1;46.92;9
1643;42;4;20.25;1
1643;28;4;29.79;10
1644;4;4;19.52;1
1645;22;3;33.37;9
1645;36;1;91.07;1
1646;44;5;59.54;7
1647;6;1;9.61;8
1647;2;1;11.43;1
1647;22;2;13.18;0
1647;38;2;60.25;0
1648;2;4;17.97;2
1648;49;3;88.72;6
1648;12;2;47.64;9
1649;37;4;11.68;5
1649;11;3;88.47;9
1649;6;2;18.44;5
1650;31;2;49.63;7
1651;7;2;79.7;2
1651;48;5;85.81;2
1651;33;3;84.35;1
1651;24;4;68.21;7
1652;42;5;40.72;9
1652;1;2;55.35;1
1652;38;5;23.93;6
1652;21;2;25.23;3
1652;48;2;19.13;6
1653;41;2;49.56;4
1653;41;4;20.28;7
1653;44;1;39.34;9
1653;20;1;97.7;6
1653;44;1;88.94;6
1654;24;3;65.08;8
1654;36;1;61.21;10
1654;18;1;56.44;5
1654;7;3;55.7;3
1655;31;4;77.78;9
1655;6;2;88.79;3
1655;24;3;53.0;1
1655;17;1;62.89;8
1656;48;2;87.32;2
1656;12;2;41.77;7
1656;13;4;43.27;10
1657;29;3;6.45;8
1657;36;4;5.49;3
1658;2;3;59.65;4
1659;27;5;60.2;4
1659;15;1;29.63;0
1660;35;2;67.8;3
1661;40;3;69.87;8
1661;6;2;26.52;1
1661;19;1;62.41;5
1661;46;5;79.2;6
1661;4;4;33.12;6
1662;9;2;92.89;8
1662;31;5;23.46;8
1663;2;5;51.55;10
1663;19;1;53.27;10
1663;45;4;92.54;7
1663;23;2;62.81;5
1663;32;5;84.18;1
1664;35;1;50.5;1
1664;40;3;62.75;10
1664;1;4;58.97;1
1664;16;2;81.3;7
1664;4;4;20.82;9
1665;13;2;26.18;2
1666;35;3;53.81;8
1666;50;5;87.98;1
1667;24;1;22.1;5
1667;20;1;16.97;2
1668;4;1;77.73;9
1668;30;3;6.75;8
1668;41;5;40.53;2
1669;18;4;52.98;0
1669;30;4;78.63;10
1669;12;1;33.47;9
1670;50;5;99.71;10
1670;35;1;15.69;8
1670;30;2;62.8;2
1670;17;2;71.41;1
1671;4;3;6.67;9
1672;33;1;56.27;7
1672;23;5;28.92;6
1672;46;2;10.14;0
1672;36;1;27.48;3
1673;20;2;6.87;3
1673;28;5;27.46;2
1673;27;5;47.22;8
1673;27;5;32.88;3
1674;36;1;39.7;4
1674;30;3;25.18;3
1674;17;1;63.36;8
1675;1;1;55.26;5
1676;43;5;66.23;7
1677;7;5;61.53;9
1677;26;5;12.3;9
1677;25;3;37.53;6
1678;11;2;70.55;3
1678;33;3;84.05;7
1679;32;4;9.06;4
1679;21;1;37.11;3
1680;25;3;56.98;10
1680;33;2;57.71;9
1681;24;1;65.21;7
1681;43;3;36.99;0
1682;16;2;18.66;6
1682;45;1;16.67;1
1682;17;4;49.97;3
1683;6;2;88.54;4
1683;41;3;53.32;7
1683;45;4;58.83;0
1683;1;5;16.86;0
1683;4;3;77.77;7
1684;12;2;33.93;2
1684;22;1;64.86;5
1685;44;3;9.2;3
1685;19;2;80.76;2
1685;4;4;11.05;3
1685;5;2;31.18;7
1686;12;4;47.3;4
1687;18;4;49.07;8
1688;14;1;87.89;5
1688;4;4;54.31;7
1689;24;5;74.91;8
1690;42;3;12.3;9
1690;28;2;98.94;9
1690;45;2;65.3;1
1690;35;4;25.09;10
1690;36;4;37.79;2
1691;38;3;8.96;2
1691;23;5;55.2;9
1691;30;2;66.68;0
1691;36;5;30.26;1
1692;39;2;13.61;5
1692;26;4;84.84;9
1693;45;1;21.71;1
1694;8;4;56.58;1
1694;2;2;80.41;4
1694;15;2;56.97;5
1694;42;2;68.94;2
1695;43;5;9.38;10
1695;25;4;10.19;5
1695;38;5;6.89;0
1695;24;5;55.0;9
1696;3;1;67.48;4
1696;45;5;10.07;2
1696;33;2;56.22;10
1696;2;3;77.12;3
1696;38;1;83.26;8
1697;24;1;73.68;8
1698;29;3;99.28;0
1698;31;4;8.88;5
1698;4;4;57.8;5
1699;25;5;16.04;6
1699;10;1;74.11;10
1699;36;2;45.53;6
1699;21;1;31.48;0
1700;34;3;98.46;8
1700;48;4;23.41;1
1700;11;3;5.33;10
1700;45;5;88.87;1
1700;17;2;60.81;4
1701;49;3;34.07;3
1701;46;5;22.35;3
1701;46;5;73.47;6
1702;19;2;9.0;1
1703;12;4;37.86;6
1703;46;4;13.4;5
1703;45;5;84.53;1
1703;7;1;44.6;8
1703;19;4;49.15;7
1704;18;4;42.1;10
1704;21;3;96.27;5
1704;44;2;73.96;5
1704;44;4;10.91;6
1705;34;1;96.84;0
1705;12;4;20.53;2
1705;3;5;50.69;5
1705;46;2;73.72;4
1705;8;5;11.61;4
1706;8;2;87.08;5
1706;23;2;16.46;10
1706;25;2;43.01;10
1706;50;4;76.28;0
1707;25;2;54.58;8
1707;9;3;64.13;0
1708;17;2;58.47;4
1708;28;3;69.98;7
1709;20;4;66.72;9
1709;14;1;53.84;4
1709;6;5;89.54;8
1709;4;3;21.39;10
1709;4;1;79.2;10
1710;3;3;43.4;10
1711;19;5;59.53;10
1712;18;5;6.62;8
1712;47;1;47.38;3
1712;42;3;96.55;1
1712;42;4;37.35;5
1713;19;1;56.93;1
1713;29;3;40.92;10
1714;1;4;92.67;8
1714;45;2;44.55;2
1714;5;4;33.95;4
1715;32;2;50.12;5
1715;4;4;81.48;3
1716;1;2;68.22;0
1716;18;3;39.88;6
1716;36;4;31.47;8
1717;21;4;44.81;8
1717;14;3;34.22;7
1717;41;2;71.53;8
1717;23;1;28.78;5
1718;4;1;6.62;5
1718;31;1;76.0;7
1718;5;4;39.62;3
1719;4;1;37.0;2
1719;20;2;19.39;2
1719;8;3;41.95;8
1719;13;5;95.2;6
1720;43;4;87.32;1
1720;22;5;38.66;0
1721;12;4;22.01;5
1721;6;5;37.25;0
1721;18;3;28.03;1
1722;21;3;38.75;2
1722;1;1;37.69;4
1722;21;5;67.56;8
1723;2;2;91.62;8
1723;20;2;75.34;7
1723;35;5;93.29;7
1723;22;4;75.98;9
1724;27;4;44.2;5
1724;27;1;92.36;8
1724;46;2;41.51;6
1724;37;3;36.9;0
1724;7;4;76.41;3
1725;33;3;85.02;6
1725;31;4;78.81;1
1725;15;5;14.73;7
1725;41;5;46.75;9
1726;29;3;92.03;5
1726;29;2;39.46;7
1726;2;3;61.22;4
1727;41;2;55.2;2
1728;34;3;40.57;3
1729;10;3;65.56;7
1729;19;5;78.16;5
1729;5;5;7.51;6
1730;46;4;22.37;2
1730;26;1;87.94;9
1730;35;5;53.8;0
1730;24;4;76.06;2
1731;5;3;80.2;4
1731;33;1;53.52;6
1731;7;4;12.72;5
1731;11;2;18.16;9
1731;37;4;17.71;0
1732;24;1;98.36;6
1732;3;2;39.57;4
1733;49;1;12.81;7
1733;16;1;10.31;7
1733;46;4;88.49;3
1734;23;5;17.51;6
1734;9;4;76.74;4
1734;22;4;89.8;3
1734;46;2;24.0;5
1735;14;1;25.0;10
1735;15;3;77.4;2
1736;28;1;37.72;1
1737;36;3;39.06;4
1737;49;1;61.73;1
1738;39;4;5.98;3
1739;10;5;63.96;1
1739;28;2;53.39;5
1739;40;4;80.31;0
1740;42;2;90.79;7
1740;45;4;45.24;1
1740;25;3;24.69;1
1740;19;2;43.03;5
1741;12;1;13.17;5
1742;17;5;58.63;6
1742;31;2;97.39;0
1743;24;5;86.43;8
1743;40;4;30.4;5
1744;33;1;19.96;8
1744;37;4;45.8;8
1744;25;5;29.11;4
1745;13;3;99.46;8
1745;38;2;21.29;4
1745;7;5;8.12;10
1745;21;1;21.82;7
1745;35;2;21.11;1
1746;24;1;92.1;10
1746;20;2;51.59;3
1746;11;3;77.86;6
1747;1;3;28.75;2
1747;48;1;52.86;8
1747;27;4;8.69;5
1748;43;5;70.58;3
1749;35;4;99.21;1
1749;36;3;76.55;4
1750;23;4;89.45;8
1750;39;2;12.62;4
1750;39;4;51.52;8
1751;34;3;13.74;6
1751;48;5;87.04;2
1751;46;2;32.87;1
1752;39;2;65.27;2
1752;36;3;54.66;5
1752;17;3;5.58;10
1753;31;1;36.03;4
1753;9;2;38.11;2
1753;1;2;78.06;1
1753;29;4;92.51;9
1753;38;1;28.02;4
1754;24;5;88.13;4
1754;29;1;74.14;5
1754;33;5;87.1;9
1754;16;5;77.32;1
1755;31;5;57.09;0
1755;24;4;17.91;2
1755;45;1;95.99;0
1755;27;1;66.5;6
1756;48;1;90.64;5
1757;23;1;78.04;6
1757;24;5;34.24;4
1757;48;2;62.2;0
1757;26;1;86.37;3
1757;39;2;84.22;2
1758;45;3;69.58;4
1758;45;3;72.67;3
1758;3;4;54.82;5
1758;23;2;22.64;8
1759;11;1;27.55;9
1759;45;5;87.47;0
1759;22;4;62.91;0
1760;35;4;99.56;6
1760;1;1;96.26;0
1760;17;2;76.37;6
1760;27;3;92.14;6
1760;12;3;72.22;9
1761;12;3;83.66;4
1761;30;1;89.62;1
1761;33;4;74.0;6
1762;33;2;77.66;1
1762;14;1;63.75;2
1762;45;3;46.2;5
1762;44;5;61.33;0
1762;42;1;45.3;9
1763;40;1;95.65;5
1763;38;5;41.18;4
1763;11;5;60.59;5
1763;49;3;65.63;9
1764;2;5;17.16;8
1764;28;1;15.82;2
1764;26;4;18.18;8
1764;40;5;11.69;6
1764;29;4;27.06;5
1765;40;1;51.96;6
1765;14;2;24.24;8
1765;35;5;64.16;4
1766;14;2;53.74;7
1766;30;1;33.63;4
1766;16;1;62.13;0
1767;48;4;51.98;0
1767;21;4;34.7;4
1768;30;1;18.98;2
1768;16;5;33.12;8
1769;2;2;70.04;9
1769;47;3;64.09;9
1770;16;5;44.84;3
1770;15;1;49.76;4
1771;48;1;83.12;10
1771;43;1;64.82;4
1771;1;3;85.74;9
1772;13;4;48.83;6
1772;2;2;81.13;5
1772;3;4;32.49;1
1772;20;2;53.92;9
1773;49;4;88.53;4
1773;41;1;85.59;3
1773;41;3;21.36;6
1773;32;2;6.29;5
1773;50;5;35.51;4
1774;14;5;34.65;7
1774;19;5;69.09;6
1774;40;3;90.43;5
1775;48;3;41.16;10
1775;6;4;66.25;9
1776;47;5;94.11;10
1777;37;4;57.73;5
1777;11;4;97.08;7
1777;28;4;16.19;10
1777;23;3;25.47;9
1778;9;2;78.06;2
1779;45;2;73.22;9
1779;49;2;33.32;6
1779;28;2;52.83;0
1780;12;3;16.3;3
1780;12;5;26.55;4
1780;14;5;85.17;2
1780;41;2;13.61;3
1781;32;3;20.4;7
1781;3;4;11.18;9
1781;40;4;20.17;10
1781;33;4;86.9;3
1782;26;5;29.94;6
1782;29;1;87.86;3
1782;35;4;75.84;8
1782;45;5;73.03;0
1782;7;3;19.5;10
1783;19;2;87.65;4
1783;48;4;83.04;8
1784;35;4;19.37;2
1784;21;3;44.95;8
1785;45;1;66.57;7
1785;40;4;77.9;10
1786;23;2;80.74;10
1787;10;1;12.48;1
1788;45;4;18.26;2
1788;3;2;45.28;0
1788;3;5;64.41;5
1788;5;1;22.09;2
1789;3;5;53.92;9
1789;24;1;61.64;1
1789;21;3;32.92;9
1789;34;5;70.23;4
1790;24;4;74.18;9
1790;17;1;8.17;1
1790;41;5;82.14;2
1791;16;3;57.58;2
1791;25;1;36.0;1
1792;11;4;28.66;8
1793;9;2;28.74;8
1793;35;3;97.67;5
1793;24;4;79.01;4
1794;2;5;41.86;7
1794;47;5;17.11;3
1794;19;2;53.86;3
1794;2;4;20.62;5
1794;5;3;50.42;2
1795;39;2;76.17;5
1796;28;4;54.07;10
1797;26;2;76.41;5
1797;25;2;40.58;4
1797;29;1;81.83;1
1797;3;2;5.1;7
1797;24;2;63.39;10
1798;11;1;37.85;5
1798;49;5;70.44;0
1798;32;2;35.38;7
1798;29;2;41.03;0
1798;35;4;24.48;2
1799;35;5;73.0;4
1799;5;4;41.83;2
1799;19;1;81.34;5
1799;49;4;94.32;6
1800;21;2;83.21;5
1800;32;1;31.69;3
1801;21;5;28.9;6
1801;10;1;89.78;2
1801;27;4;89.18;6
1801;2;2;68.58;6
1802;15;1;65.04;10
1802;5;3;86.72;9
1803;17;5;7.74;3
1803;40;5;85.46;10
1804;13;5;10.64;9
1804;18;5;45.53;10
1804;50;4;10.88;8
1804;39;2;83.06;8
1804;17;3;44.85;3
1805;50;5;88.63;2
1806;21;1;87.73;9
1806;20;1;31.34;8
1807;27;2;39.23;3
1807;46;1;81.64;10
1808;20;1;43.19;7
1808;16;5;55.17;1
1809;39;4;58.39;5
1809;40;5;67.41;8
1809;26;1;19.8;2
1810;34;2;55.82;7
1810;39;4;82.52;0
1810;9;3;90.73;0
1810;37;1;33.67;5
1811;5;1;67.57;9
1811;17;2;81.54;6
1811;6;3;75.2;0
1812;49;1;31.06;6
1813;50;5;58.46;9
1813;44;5;58.42;0
1813;9;2;40.84;4
1813;11;2;34.46;5
1813;3;5;61.77;2
1814;14;3;32.35;1
1815;8;3;65.75;7
1816;46;5;39.19;7
1816;39;1;24.47;8
1816;14;5;76.11;1
1816;40;2;33.7;9
1817;34;3;85.57;9
1817;8;1;62.16;1
1817;26;5;11.13;3
1818;21;4;75.62;8
1818;23;3;76.49;7
1818;34;2;74.05;1
1818;24;3;82.83;5
1819;8;3;81.53;9
1819;36;5;25.59;7
1819;9;4;18.59;5
1820;31;4;35.79;6
1820;34;2;85.65;0
1821;47;1;74.55;2
1822;35;3;18.53;8
1822;27;4;62.19;10
1822;47;2;92.66;1
1823;19;3;82.44;4
1824;3;1;46.83;6
1824;41;4;51.52;8
1824;17;5;84.76;6
1825;14;5;27.71;10
1825;50;2;30.69;4
1825;7;4;29.22;3
1825;8;1;98.1;6
1826;45;1;35.03;7
1826;27;2;12.36;8
1827;21;1;47.62;4
1827;34;2;35.92;7
1827;3;2;38.65;3
1827;29;5;62.9;6
1828;26;3;58.32;10
1828;11;2;87.92;5
1828;46;4;79.51;2
1829;33;1;51.08;4
1830;48;4;15.23;10
1830;29;2;96.29;0
1831;38;3;42.79;3
1831;24;5;90.39;4
1831;49;4;90.78;10
1831;10;4;26.77;3
1831;3;4;42.46;5
1832;49;2;70.36;2
1832;26;2;18.67;6
1832;1;1;12.32;1
1832;8;1;20.38;0
1832;40;2;32.42;9
1833;9;1;42.69;10
1834;12;3;98.02;2
1834;34;4;60.47;0
1834;31;4;33.88;9
1834;21;1;43.47;7
1835;1;1;51.97;7
1835;40;5;53.09;3
1835;16;1;87.57;4
1836;45;5;85.36;4
1837;29;3;23.02;2
1838;37;3;72.95;4
1839;43;3;77.92;2
1840;34;4;57.72;4
1840;44;1;97.07;8
1840;33;3;79.76;3
1840;46;2;86.37;3
1840;35;4;12.05;1
1841;35;3;30.3;1
1842;18;2;62.01;4
1842;13;1;34.6;1
1843;19;5;54.14;7
1844;26;3;39.7;4
1845;30;4;48.7;1
1845;3;2;89.65;8
1846;44;4;95.49;6
1846;27;1;47.33;3
1847;10;2;85.32;5
1847;21;1;95.71;4
1847;45;5;16.06;10
1847;30;5;51.29;3
1848;2;3;7.07;9
1848;23;1;26.59;0
1848;14;5;76.77;2
1848;31;2;83.08;4
1848;19;1;87.01;0
1849;15;5;71.4;9
1849;50;1;52.6;6
1849;39;4;99.58;7
1849;33;4;17.23;5
1849;18;5;26.82;1
1850;46;5;5.32;7
1850;29;4;86.34;4
1850;33;2;52.82;9
1850;29;1;28.2;5
1850;47;2;53.05;9
1851;46;2;55.89;10
1851;36;3;91.29;8
1851;26;4;20.65;6
1852;40;5;16.12;4
1852;32;5;99.38;5
1852;23;4;13.61;2
1852;25;5;16.75;1
1853;44;4;10.62;10
1853;48;5;53.77;8
1854;48;1;40.22;7
1854;22;3;13.39;2
1854;33;4;76.88;1
1854;26;2;91.5;7
1854;49;3;93.62;4
1855;14;3;89.71;7
1855;14;5;24.28;1
1855;15;2;79.02;10
1855;36;4;78.6;6
1856;17;4;17.84;5
1856;23;4;35.82;1
1857;22;5;71.03;9
1857;41;3;60.07;0
1857;43;1;87.34;9
1858;43;1;10.67;5
1858;33;2;75.03;5
1858;20;3;63.41;3
1858;37;2;81.71;4
1858;46;3;49.19;7
1859;46;4;50.87;4
1859;23;2;99.79;6
1859;5;2;22.39;4
1859;19;2;69.04;3
1860;39;3;86.79;9
1860;14;1;18.42;5
1860;46;5;10.88;1
1860;19;1;88.35;6
1861;33;3;38.73;6
1861;38;4;82.73;1
1861;42;4;63.07;7
1862;13;5;17.99;9
1862;6;5;78.05;0
1862;50;5;30.3;5
1862;45;2;86.12;4
1863;17;2;34.15;7
1863;16;1;13.04;7
1863;34;3;59.61;3
1864;45;1;29.43;2
1865;31;4;77.83;6
1865;8;1;58.71;3
1865;46;5;52.76;9
1866;2;2;21.21;10
1867;40;4;28.97;10
1867;30;5;23.37;6
1867;40;2;56.96;2
1868;49;1;96.48;2
1868;4;1;82.08;7
1868;23;5;60.54;2
1869;38;3;69.59;3
1870;25;4;64.01;2
1870;42;1;44.26;0
1871;40;4;47.67;2
1871;20;1;31.58;1
1871;50;5;65.15;10
1871;30;4;38.31;0
1871;28;1;18.73;7
1872;29;5;92.44;8
1872;7;4;56.88;4
1872;43;3;11.8;9
1872;38;1;84.74;5
1872;17;1;5.06;3
1873;9;2;35.03;0
1873;34;5;20.66;10
1873;3;3;15.53;1
1873;35;3;83.41;5
1874;22;1;45.82;9
1874;42;4;77.3;1
1874;22;3;40.5;8
1874;17;2;76.96;1
1874;24;5;13.44;7
1875;31;5;99.14;8
1875;11;5;43.75;1
1875;19;5;42.87;6
1875;5;1;17.53;0
1875;34;4;99.86;8
1876;5;1;39.64;9
1876;23;5;63.11;1
1876;13;4;56.78;0
1876;8;4;19.26;0
1877;49;5;44.78;4
1877;46;4;99.86;1
1877;18;1;35.71;3
1877;39;5;98.15;7
1878;18;3;94.07;5
1878;9;5;91.72;0
1878;15;5;19.79;10
1879;14;1;24.31;10
1879;38;1;90.11;6
1880;38;3;43.06;7
1880;28;5;96.6;2
1880;39;1;9.65;0
1881;16;4;83.13;4
1882;38;4;77.48;1
1882;4;2;88.79;4
1882;21;1;33.28;9
1882;9;1;71.01;4
1883;46;3;64.19;6
1883;37;5;22.05;5
1883;23;1;50.27;6
1883;15;2;60.24;5
1883;24;2;53.16;6
1884;28;3;98.32;10
1884;8;2;6.38;1
1885;41;4;65.68;10
1885;23;3;99.68;8
1885;48;2;76.5;4
1885;43;1;24.09;9
1885;29;1;41.66;9
1886;20;1;27.67;4
1887;44;5;35.82;9
1887;38;3;72.28;1
1887;36;3;56.76;10
1888;28;2;6.12;9
1888;19;2;40.93;5
1888;1;5;30.8;9
1889;50;5;92.28;7
1890;30;1;11.04;4
1890;45;2;70.5;3
1890;4;5;57.21;7
1890;32;3;96.32;8
1890;31;1;66.38;10
1891;2;1;14.18;2
1891;13;3;92.96;9
1892;38;2;95.44;5
1892;31;3;71.77;7
1892;45;4;83.05;1
1892;29;5;83.35;8
1893;39;4;49.5;8
1893;47;1;21.7;8
1893;21;2;13.47;10
1893;25;3;46.83;7
1893;2;2;53.25;9
1894;20;3;41.0;10
1894;8;1;56.55;5
1894;32;4;61.48;10
1895;36;3;99.39;8
1896;41;2;91.84;8
1896;28;2;80.52;10
1897;15;2;69.66;10
1897;48;2;58.03;2
1897;17;1;44.31;6
1897;11;2;41.4;9
1897;19;5;19.58;4
1898;39;1;52.94;5
1898;47;1;57.32;8
1898;22;1;14.63;3
1898;14;2;20.86;10
1899;44;4;80.2;6
1899;10;1;22.52;8
1899;41;2;7.05;8
1900;4;3;14.42;10
1900;24;2;62.27;1
1900;19;3;46.56;6
1901;12;1;43.64;0
1901;3;5;46.35;7
1902;24;4;53.83;5
1902;25;5;95.05;8
1902;32;2;71.56;10
1903;6;3;15.04;10
1904;30;5;43.49;6
1904;7;4;50.77;0
1905;39;2;68.41;7
1906;4;2;72.29;2
1906;28;4;40.37;10
1906;40;3;44.2;2
1906;33;2;27.92;9
1907;9;2;72.85;9
1907;13;5;19.6;8
1907;33;2;74.6;9
1907;50;3;61.21;9
1908;36;1;40.53;8
1908;23;4;91.43;9
1909;30;4;27.24;1
1909;5;3;15.04;3
1910;32;3;58.17;5
1910;1;4;96.58;9
1911;11;1;51.08;4
1911;1;2;15.28;10
1912;29;2;57.29;6
1912;29;2;84.06;5
1912;14;1;47.66;9
1912;16;1;94.2;4
1913;11;3;92.93;6
1913;21;4;66.91;10
1913;47;1;56.33;4
1914;40;4;88.36;7
1915;45;3;27.99;6
1915;15;5;11.5;5
1915;39;3;5.87;6
1915;20;4;42.8;6
1916;50;3;30.13;4
1916;6;4;12.33;1
1917;2;2;37.26;2
1918;32;5;35.19;8
1919;47;2;43.52;5
1919;45;3;6.51;6
1919;14;5;95.74;1
1920;47;5;16.04;0
1920;44;3;37.95;10
1921;38;3;89.56;9
1921;17;3;58.19;9
1921;4;1;97.85;7
1921;38;5;63.44;3
1922;25;1;91.41;8
1922;13;2;47.15;6
1922;42;2;70.43;9
1922;48;1;56.38;3
1923;2;3;17.01;2
1924;33;4;58.94;6
1924;39;4;97.47;4
1924;8;5;40.09;0
1925;32;2;7.0;3
1925;45;1;14.21;8
1926;22;1;66.35;5
1926;9;1;94.64;8
1926;41;2;83.33;7
1926;8;5;80.25;7
1927;1;5;17.36;3
1928;18;4;33.96;6
1929;29;5;34.66;3
1929;19;4;57.67;0
1929;22;3;28.07;0
1929;9;5;53.41;6
1930;19;3;37.2;1
1930;33;4;34.57;9
1930;4;5;29.79;0
1931;13;2;93.86;8
1931;3;1;20.86;6
1932;22;1;13.76;0
1932;11;2;43.65;6
1932;19;1;86.04;4
1932;13;2;15.26;4
1932;32;3;48.12;3
1933;47;4;59.21;8
1933;49;2;85.95;3
1933;43;1;87.55;4
1934;17;3;47.35;8
1935;31;4;58.87;9
1935;41;5;55.26;7
1935;26;5;12.88;5
1936;49;1;54.73;2
1936;12;5;26.36;2
1936;17;2;89.85;4
1937;24;2;49.18;3
1938;9;5;11.59;6
1939;34;1;17.07;0
1940;1;1;85.42;6
1941;10;1;16.15;5
1942;35;1;28.82;1
1942;22;2;46.15;3
1942;43;1;9.03;3
1943;34;3;14.02;5
1943;26;5;90.33;9
1943;44;1;90.17;5
1943;24;3;77.41;1
1943;10;1;54.97;7
1944;49;5;19.4;2
1944;17;2;79.3;4
1944;1;4;66.58;3
1944;30;2;37.61;10
1944;3;2;30.94;7
1945;36;5;31.8;7
1945;1;2;14.46;1
1946;42;5;30.58;5
1946;1;3;50.67;9
1946;38;3;16.89;1
1947;11;3;34.29;5
1947;46;3;14.54;10
1947;23;3;87.35;3
1948;4;1;9.6;5
1948;15;1;82.93;6
1948;50;1;7.64;3
1948;36;3;31.04;3
1948;19;1;88.63;10
1949;41;1;46.91;5
1949;49;3;60.56;1
1949;49;1;49.02;10
1949;28;4;98.36;4
1950;14;4;77.33;6
1950;12;1;30.5;7
1950;28;3;49.28;4
1950;46;3;55.13;1
1951;8;3;21.08;1
1952;23;5;77.16;2
1952;29;1;91.77;10
1952;25;1;85.73;7
1953;31;2;78.24;8
1953;50;3;32.24;2
1954;25;4;6.29;3
1954;48;2;22.96;5
1955;44;1;86.16;6
1955;39;3;26.52;4
1955;3;2;84.75;0
1956;46;4;82.0;6
1956;24;5;18.06;8
1956;37;2;12.95;2
1956;8;3;14.38;8
1957;11;3;93.82;5
1957;19;2;48.07;2
1957;6;1;40.94;4
1957;15;5;29.8;3
1957;2;1;7.65;2
1958;42;2;27.11;5
1958;16;4;71.56;8
1958;15;1;87.39;6
1959;39;3;87.69;8
1959;50;2;90.85;0
1959;34;5;79.37;4
1959;20;2;27.01;2
1960;7;3;77.19;2
1961;31;1;15.73;5
1961;17;3;24.58;10
1961;3;4;62.09;3
1962;39;3;64.2;7
1962;9;1;64.05;10
1962;31;1;29.3;7
1962;11;1;9.79;4
1962;23;4;34.25;0
1963;35;3;16.45;1
1964;5;5;60.12;5
1964;48;5;96.94;4
1964;36;1;68.94;1
1964;41;5;80.88;7
1964;8;1;85.07;10
1965;49;2;27.86;1
1965;22;3;36.36;3
1966;29;4;98.29;0
1966;13;2;54.89;9
1967;23;4;89.11;9
1967;37;4;26.42;5
1967;25;2;83.37;8
1968;17;5;32.14;1
1968;6;3;7.84;8
1968;25;5;48.28;1
1968;5;3;90.97;10
1969;14;5;55.99;6
1970;32;5;11.19;6
1970;41;2;67.64;3
1971;11;3;27.74;8
1971;12;4;5.25;3
1972;38;2;41.41;2
1972;14;5;32.88;7
1972;8;5;35.86;6
1973;44;2;89.51;8
1973;49;1;95.99;0
1973;3;1;25.39;3
1973;40;2;56.5;4
1974;22;3;23.97;0
1975;24;2;48.71;7
1975;25;5;75.7;5
1975;47;4;89.46;5
1975;19;1;16.52;7
1975;15;2;31.4;6
1976;2;1;14.34;2
1977;19;4;85.49;5
1978;47;4;49.28;10
1978;35;2;33.39;2
1978;33;5;17.34;9
1979;13;5;8.27;9
1979;10;5;31.77;0
1979;39;5;95.25;10
1979;41;4;11.49;7
1980;37;4;38.93;10
1980;37;4;63.93;5
1980;21;1;94.72;3
1981;42;5;35.15;9
1981;26;4;46.06;5
1982;33;5;76.49;5
1982;21;5;10.0;8
1982;42;4;39.03;1
1983;18;1;27.41;4
1983;19;4;62.17;8
1983;25;2;8.5;3
1983;17;1;14.72;9
1984;32;5;97.2;7
1984;5;2;65.95;5
1984;21;4;14.26;4
1984;47;4;87.32;1
1984;38;1;34.5;7
1985;37;3;96.5;2
1985;32;4;36.46;4
1985;28;3;20.63;7
1985;30;1;52.76;5
1986;48;4;83.12;9
1987;14;5;35.83;6
1988;21;1;66.79;4
1988;17;1;66.11;2
1988;22;4;19.81;0
1988;17;5;91.08;2
1989;47;2;85.21;1
1989;36;1;43.57;8
1989;13;5;35.6;0
1990;31;5;64.05;1
1990;37;4;99.94;10
1990;25;4;9.93;10
1991;4;1;94.57;0
1991;17;5;85.18;3
1992;45;5;99.13;8
1992;26;3;33.81;3
1992;45;3;64.01;7
1992;31;3;97.05;9
1992;32;1;37.26;0
1993;22;2;53.29;5
1993;9;1;12.85;8
1993;1;3;14.68;1
1993;18;5;23.04;5
1994;29;3;48.24;7
1995;17;3;72.78;4
1996;36;2;87.5;0
1996;5;3;48.6;4
1996;24;3;48.28;3
1997;49;3;33.57;0
1997;35;3;73.21;5
1997;5;5;25.18;2
1997;17;3;84.0;8
1997;10;2;42.17;5
1998;27;5;41.69;1
1998;1;3;91.87;3
1998;30;1;38.19;7
1999;49;3;19.21;1
1999;7;1;10.26;4
