reference_id;reference_date;user-reference_id;shop-reference_id;total_amount;total_discount;channel
2775;2022-08-03;942;1;74.82;2.94;e-commerce
2776;2024-06-04;726;1;12.59;39.6;retail
2777;2024-09-19;97;2;456.05;47.12;e-commerce
2778;2025-01-08;265;3;174.46;21.84;e-commerce
2779;2022-08-19;856;3;21.67;42.98;e-commerce
2780;2024-05-13;531;3;183.93;28.51;e-commerce
2781;2023-01-25;740;3;278.49;9.47;retail
2782;2022-04-27;879;2;31.74;7.27;e-commerce
2783;2022-02-13;368;3;136.94;19.75;mobile
2784;2022-05-18;568;2;85.31;24.13;mobile
2785;2024-12-18;272;1;296.18;47.25;e-commerce
2786;2025-01-14;465;2;444.21;38.47;mobile
2787;2024-11-24;350;2;164.94;38.18;retail
2788;2024-01-02;288;3;442.18;14.43;mobile
2789;2023-08-31;459;2;246.98;2.01;retail
2790;2024-03-18;545;1;474.59;8.28;retail
2791;2022-11-21;991;2;36.97;5.58;e-commerce
2792;2023-11-20;114;1;260.82;19.47;mobile
2793;2023-11-30;166;2;384.3;18.8;retail
2794;2024-08-17;93;2;423.69;32.49;retail
2795;2022-01-10;160;1;334.17;31.51;e-commerce
2796;2022-04-16;236;2;73.89;21.89;mobile
2797;2023-08-19;531;3;403.56;49.75;retail
2798;2022-01-22;786;3;228.35;26.45;mobile
2799;2022-05-26;750;1;390.33;28.63;mobile
2800;2023-04-17;470;1;449.59;24.85;retail
2801;2024-09-27;923;3;372.89;39.29;mobile
2802;2023-11-02;821;2;457.12;35.85;retail
2803;2022-08-29;882;2;343.81;43.62;mobile
2804;2023-12-25;317;2;76.44;11.93;mobile
2805;2025-01-10;114;3;133.32;19.26;e-commerce
2806;2024-09-14;161;2;271.88;46.31;e-commerce
2807;2023-08-29;508;2;431.03;12.43;mobile
2808;2024-11-07;251;3;452.62;22.88;mobile
2809;2022-10-29;777;2;427.03;0.79;mobile
2810;2022-11-30;307;3;107.86;48.49;e-commerce
2811;2022-12-30;430;2;111.25;20.94;e-commerce
2812;2023-07-07;206;1;390.97;5.54;mobile
2813;2025-03-30;130;3;167.53;9.88;retail
2814;2024-05-20;227;1;40.28;14.16;retail
2815;2024-06-18;100;1;190.72;42.74;retail
2816;2022-05-09;364;1;28.82;1.32;mobile
2817;2023-02-13;535;2;458.74;18.23;retail
2818;2023-05-07;700;3;452.95;35.64;mobile
2819;2022-07-29;147;3;70.33;29.98;e-commerce
2820;2022-02-25;151;1;331.46;6.06;retail
2821;2024-11-25;25;3;167.79;15.0;retail
2822;2022-09-13;308;1;434.47;33.7;mobile
2823;2022-07-01;662;3;223.86;39.5;mobile
2824;2023-09-23;439;3;287.0;17.53;mobile
2825;2023-08-25;814;2;387.01;49.14;retail
2826;2023-07-01;461;1;65.91;16.7;retail
2827;2024-04-02;434;2;21.05;45.64;retail
2828;2022-04-04;251;3;255.38;46.38;mobile
2829;2024-07-05;853;3;163.13;27.87;retail
2830;2022-03-01;767;1;39.75;46.25;mobile
2831;2025-02-07;399;3;176.8;28.07;e-commerce
2832;2022-10-05;897;1;476.48;28.67;e-commerce
2833;2025-03-13;639;2;114.41;41.17;retail
2834;2024-07-23;320;3;447.52;47.54;mobile
2835;2024-08-30;623;1;453.57;33.1;e-commerce
2836;2024-07-06;932;3;351.03;43.31;e-commerce
2837;2023-10-01;400;3;339.15;42.18;mobile
2838;2023-07-15;125;2;295.44;6.37;retail
2839;2023-07-07;33;2;140.62;20.62;mobile
2840;2023-04-19;806;3;289.41;50.0;e-commerce
2841;2022-09-04;420;3;358.32;42.54;retail
2842;2024-01-31;134;1;97.99;23.32;e-commerce
2843;2024-08-19;218;3;435.29;4.64;retail
2844;2022-05-22;691;3;190.25;36.74;mobile
2845;2024-04-09;352;2;366.63;32.07;retail
2846;2025-03-07;308;1;462.12;11.66;mobile
2847;2024-08-21;37;2;428.56;10.69;mobile
2848;2024-02-04;170;3;182.54;15.97;retail
2849;2022-03-12;998;1;37.85;5.4;retail
2850;2022-07-27;443;1;142.61;39.43;mobile
2851;2022-10-08;438;3;210.78;1.9;retail
2852;2023-11-29;962;2;253.05;45.33;retail
2853;2023-06-29;560;1;210.83;39.9;e-commerce
2854;2024-10-21;712;3;446.76;40.18;retail
2855;2023-09-01;697;3;494.43;37.43;e-commerce
2856;2023-07-09;623;1;78.73;37.06;mobile
2857;2023-11-19;185;2;467.15;3.86;mobile
2858;2023-02-24;900;1;223.84;40.91;e-commerce
2859;2022-11-14;21;3;320.92;28.3;mobile
2860;2022-09-05;428;2;457.34;32.07;retail
2861;2024-10-22;201;3;221.51;13.49;mobile
2862;2023-10-25;355;3;454.3;7.36;retail
2863;2025-03-30;708;2;384.18;22.28;retail
2864;2024-11-07;892;3;72.44;47.99;mobile
2865;2024-12-02;881;3;193.32;32.87;mobile
2866;2023-08-05;426;2;496.05;1.14;mobile
2867;2024-08-12;165;2;412.17;10.25;mobile
2868;2024-12-09;852;2;312.97;19.94;mobile
2869;2025-03-08;160;3;225.31;27.06;retail
2870;2022-02-24;585;2;347.11;48.35;mobile
2871;2023-11-24;783;1;11.77;2.49;mobile
2872;2022-07-13;699;3;249.08;49.02;mobile
2873;2022-01-30;363;3;235.96;34.29;mobile
2874;2025-02-06;293;2;235.46;48.6;retail
2875;2025-03-05;539;1;381.33;7.36;retail
2876;2022-08-07;109;1;485.46;19.67;mobile
2877;2024-02-23;688;2;195.2;1.32;retail
2878;2024-04-30;720;2;158.6;37.34;mobile
2879;2024-06-22;5;1;343.68;27.56;mobile
2880;2024-08-30;475;3;87.12;3.89;mobile
2881;2024-04-07;214;3;18.95;38.39;retail
2882;2024-12-30;565;1;130.81;33.47;mobile
2883;2024-05-12;656;2;146.13;46.01;e-commerce
2884;2022-06-18;977;3;310.4;41.84;retail
2885;2022-09-16;156;2;192.75;8.02;retail
2886;2024-08-16;13;3;217.38;47.11;e-commerce
2887;2022-02-11;607;1;371.89;17.16;retail
2888;2025-01-09;142;3;364.57;10.15;retail
2889;2023-07-07;715;3;331.88;13.21;mobile
2890;2024-07-12;524;2;383.58;9.76;mobile
2891;2023-03-12;977;3;400.73;47.34;e-commerce
2892;2023-06-26;173;1;34.76;3.93;retail
2893;2022-12-24;734;1;54.73;1.0;e-commerce
2894;2023-08-14;164;3;242.65;35.64;e-commerce
2895;2023-12-18;993;2;62.47;49.77;retail
2896;2022-04-21;483;2;279.44;11.31;mobile
2897;2022-11-02;85;1;103.01;47.12;e-commerce
2898;2023-05-11;545;2;223.95;9.87;mobile
2899;2024-01-03;662;1;434.2;48.6;mobile
2900;2022-10-20;298;1;218.11;46.03;e-commerce
2901;2022-01-07;950;2;164.77;25.71;e-commerce
2902;2022-07-04;213;1;350.04;39.15;retail
2903;2022-10-02;278;1;360.3;36.05;retail
2904;2024-07-30;356;3;390.74;28.22;mobile
2905;2023-12-04;272;1;66.84;18.56;mobile
2906;2025-02-04;58;1;166.99;28.2;e-commerce
2907;2022-08-24;963;1;166.62;2.0;e-commerce
2908;2022-08-08;455;2;155.84;25.09;e-commerce
2909;2022-02-01;558;2;270.3;23.36;e-commerce
2910;2025-02-04;566;2;330.77;42.22;mobile
2911;2024-10-14;673;1;449.96;17.61;mobile
2912;2025-03-02;693;3;234.48;20.97;retail
2913;2023-07-21;896;2;329.28;43.73;e-commerce
2914;2024-11-30;867;1;292.04;30.63;mobile
2915;2025-03-14;885;2;364.07;47.74;mobile
2916;2023-03-24;911;3;325.03;41.77;e-commerce
2917;2022-07-13;531;1;381.94;30.04;mobile
2918;2023-03-11;329;1;351.88;48.33;mobile
2919;2023-08-17;537;3;266.53;39.96;mobile
2920;2024-05-24;192;2;94.36;15.72;e-commerce
2921;2024-04-07;144;1;302.69;34.2;retail
2922;2022-02-23;998;1;431.82;42.93;mobile
2923;2024-04-03;622;3;51.52;37.62;retail
2924;2024-06-25;296;3;490.94;42.84;retail
2925;2023-12-19;375;2;395.04;42.07;mobile
2926;2022-12-19;374;2;187.0;27.98;mobile
2927;2024-08-28;807;2;12.59;37.62;e-commerce
2928;2023-12-27;271;2;458.09;12.14;mobile
2929;2025-04-01;839;3;346.38;8.97;retail
2930;2024-05-23;780;2;483.16;23.28;mobile
2931;2023-11-10;699;1;189.62;45.03;e-commerce
2932;2025-03-13;370;2;235.93;28.92;mobile
2933;2022-03-08;869;2;473.43;33.76;retail
2934;2023-10-24;91;2;118.68;15.78;retail
2935;2022-12-12;62;1;355.15;32.51;retail
2936;2023-04-06;11;1;123.08;21.12;retail
2937;2025-02-18;241;1;196.72;44.48;retail
2938;2024-01-15;564;3;192.78;4.5;e-commerce
2939;2022-05-09;134;2;79.96;43.27;mobile
2940;2024-02-21;348;3;412.55;27.27;retail
2941;2023-09-14;299;1;71.92;30.4;retail
2942;2025-02-11;741;3;246.92;33.51;retail
2943;2024-07-11;464;2;439.75;39.2;mobile
2944;2022-06-28;73;2;427.07;39.36;mobile
2945;2024-09-04;994;1;124.0;18.46;e-commerce
2946;2024-07-30;501;2;429.6;1.72;mobile
2947;2024-11-13;15;3;420.8;43.0;retail
2948;2022-10-05;802;2;238.81;23.35;e-commerce
2949;2024-05-14;565;2;377.03;36.18;mobile
2950;2025-02-06;94;3;171.94;4.54;e-commerce
2951;2023-08-04;427;1;371.41;42.31;retail
2952;2024-06-16;277;2;336.95;9.08;retail
2953;2022-04-06;86;2;433.75;46.06;e-commerce
2954;2022-04-17;193;2;288.1;28.16;e-commerce
2955;2023-05-27;212;3;200.3;17.36;retail
2956;2023-07-11;907;3;235.8;33.03;e-commerce
2957;2022-05-16;434;1;498.5;26.8;retail
2958;2023-12-27;979;1;99.09;4.0;mobile
2959;2023-09-06;405;3;323.49;2.42;e-commerce
2960;2022-11-07;411;3;100.42;12.39;retail
2961;2022-04-16;979;2;276.1;8.95;mobile
2962;2024-12-18;198;3;334.18;24.41;e-commerce
2963;2024-08-02;566;2;356.48;46.86;mobile
2964;2024-03-04;411;2;150.06;15.07;mobile
2965;2025-02-21;997;1;458.81;40.33;retail
2966;2024-05-18;31;2;173.62;27.38;retail
2967;2024-05-03;27;3;125.61;31.74;retail
2968;2022-10-13;788;1;242.92;25.6;e-commerce
2969;2022-06-24;618;2;108.89;35.92;e-commerce
2970;2024-04-23;727;1;115.97;19.18;e-commerce
2971;2024-03-08;453;3;143.57;41.64;e-commerce
2972;2023-10-06;988;1;229.64;9.88;mobile
2973;2024-08-09;788;2;277.96;35.92;e-commerce
2974;2023-11-13;12;2;155.68;10.58;mobile
2975;2023-09-26;731;1;79.29;27.14;mobile
2976;2024-05-18;304;2;14.02;24.61;retail
2977;2024-11-03;938;2;367.3;3.59;e-commerce
2978;2024-04-12;344;2;316.94;0.83;retail
2979;2022-07-14;342;1;123.96;29.95;retail
2980;2024-10-02;268;3;260.3;42.21;retail
2981;2022-04-15;200;2;499.7;5.43;retail
2982;2022-07-02;538;2;398.98;9.0;e-commerce
2983;2023-01-04;266;1;60.9;17.27;mobile
2984;2025-02-16;989;1;207.41;27.3;mobile
2985;2023-06-11;254;2;148.72;10.57;mobile
2986;2024-06-18;459;1;59.48;22.63;retail
2987;2022-01-14;671;3;18.33;45.85;retail
2988;2023-08-08;322;1;58.74;10.67;e-commerce
2989;2024-10-15;32;1;303.06;0.63;retail
2990;2022-02-22;928;3;167.42;0.62;retail
2991;2024-02-28;549;2;469.17;26.13;e-commerce
2992;2024-10-09;160;1;335.93;16.84;mobile
2993;2023-02-22;602;2;305.88;48.92;mobile
2994;2023-09-04;492;2;345.92;10.23;mobile
2995;2022-02-18;879;2;23.2;15.87;e-commerce
2996;2022-07-21;265;1;383.83;35.1;retail
2997;2023-12-30;580;1;388.0;31.66;mobile
2998;2024-12-19;657;1;81.34;37.88;retail
2999;2022-08-09;127;1;365.49;34.47;e-commerce
3000;2023-05-22;759;2;21.84;15.77;e-commerce
3001;2022-07-31;390;3;407.14;44.17;retail
3002;2022-01-17;906;2;438.47;23.41;mobile
3003;2022-01-16;158;3;227.66;38.31;mobile
3004;2024-01-13;536;2;199.24;33.04;e-commerce
3005;2024-11-11;100;1;295.78;30.0;mobile
3006;2023-04-07;731;3;249.53;10.7;mobile
3007;2022-06-30;850;2;366.79;1.21;retail
3008;2022-12-31;487;3;485.84;26.98;retail
3009;2022-03-08;368;3;152.51;36.79;e-commerce
3010;2024-09-12;76;2;244.81;48.96;mobile
3011;2024-01-01;529;1;151.61;2.38;retail
3012;2023-05-28;868;3;18.04;45.39;e-commerce
3013;2022-05-20;661;3;226.0;23.62;e-commerce
3014;2022-02-10;858;3;427.63;17.85;e-commerce
3015;2023-12-21;224;3;350.58;24.86;mobile
3016;2022-04-09;86;3;204.91;21.68;retail
3017;2025-02-19;298;2;188.43;18.86;e-commerce
3018;2024-09-27;239;3;499.41;31.32;e-commerce
3019;2024-10-21;44;3;173.45;25.9;retail
3020;2022-12-23;601;3;404.34;15.05;mobile
3021;2022-08-07;974;2;251.01;0.95;retail
3022;2024-01-23;665;1;148.14;27.78;retail
3023;2022-11-24;613;1;284.46;22.75;mobile
3024;2022-08-19;694;3;39.16;10.69;retail
3025;2024-04-23;657;3;209.03;33.68;retail
3026;2023-07-25;989;3;136.14;2.45;e-commerce
3027;2023-04-25;652;2;287.65;32.14;mobile
3028;2023-07-13;514;3;320.64;45.3;e-commerce
3029;2022-02-11;783;3;337.94;32.06;mobile
3030;2023-07-15;420;1;316.3;37.77;e-commerce
3031;2022-01-10;504;2;58.99;44.41;mobile
3032;2024-03-22;499;1;447.18;35.29;mobile
3033;2023-06-28;277;2;104.93;19.86;e-commerce
3034;2022-01-19;351;2;450.78;28.95;mobile
3035;2023-10-10;793;1;495.54;27.77;e-commerce
3036;2025-03-01;561;3;84.71;15.26;e-commerce
3037;2022-01-15;488;1;412.73;37.01;retail
3038;2023-07-06;899;2;465.2;8.62;e-commerce
3039;2023-06-07;693;3;319.66;33.59;retail
3040;2024-04-17;786;3;43.74;42.9;retail
3041;2025-03-30;687;2;311.27;27.98;e-commerce
3042;2022-05-10;19;3;60.9;41.44;retail
3043;2024-05-27;635;1;323.34;26.24;mobile
3044;2022-09-16;556;2;191.15;49.94;e-commerce
3045;2022-08-26;432;2;471.58;18.7;retail
3046;2024-06-08;873;2;454.08;37.29;mobile
3047;2022-01-13;126;3;357.42;41.24;retail
3048;2022-09-02;634;1;122.6;38.02;retail
3049;2024-10-12;947;3;267.45;42.74;e-commerce
3050;2023-08-09;64;1;92.8;1.55;e-commerce
3051;2022-12-04;402;2;94.24;33.34;retail
3052;2023-02-22;365;2;398.33;48.42;mobile
3053;2022-06-16;280;2;75.52;12.6;e-commerce
3054;2024-04-12;519;2;369.19;42.1;mobile
3055;2022-12-12;491;3;17.14;41.48;mobile
3056;2023-01-27;381;2;403.83;24.71;retail
3057;2023-11-29;518;2;400.64;2.11;mobile
3058;2024-04-22;509;3;207.1;38.61;mobile
3059;2024-06-09;936;2;127.08;29.7;e-commerce
3060;2022-08-04;884;3;14.08;11.56;e-commerce
3061;2023-03-18;347;3;335.24;34.45;mobile
3062;2022-03-23;953;2;221.02;9.53;retail
3063;2023-01-25;770;2;40.24;37.74;retail
3064;2023-05-14;796;3;124.58;11.76;retail
3065;2022-11-23;647;2;181.15;44.97;retail
3066;2023-02-19;540;1;304.87;11.6;e-commerce
3067;2022-03-30;212;1;174.71;42.49;retail
3068;2024-11-24;636;1;345.47;33.38;e-commerce
3069;2022-12-08;891;1;293.81;15.06;mobile
3070;2022-10-24;674;1;141.51;10.93;mobile
3071;2025-03-27;235;3;428.97;17.58;mobile
3072;2022-06-05;830;3;386.98;30.17;e-commerce
3073;2023-09-08;317;3;394.78;10.32;retail
3074;2022-05-22;303;2;173.48;13.4;e-commerce
3075;2023-02-13;477;2;246.1;26.03;mobile
3076;2022-02-25;569;2;262.91;30.5;retail
3077;2024-08-11;443;3;466.85;11.54;mobile
3078;2023-07-09;454;2;198.64;36.0;e-commerce
3079;2025-02-19;158;3;226.41;4.22;retail
3080;2023-11-25;45;3;363.68;42.54;e-commerce
3081;2023-08-13;136;2;141.35;30.39;retail
3082;2022-09-18;504;2;406.31;30.28;retail
3083;2024-01-30;84;1;11.39;33.44;e-commerce
3084;2022-11-18;952;3;495.03;39.58;retail
3085;2022-06-29;751;2;65.38;10.83;e-commerce
3086;2022-01-24;576;1;301.45;40.02;retail
3087;2023-05-11;980;2;486.0;7.19;retail
3088;2022-08-12;962;1;410.35;35.84;retail
3089;2023-03-23;831;2;499.77;20.38;mobile
3090;2022-10-16;622;3;350.53;6.38;mobile
3091;2022-06-09;912;1;342.03;13.39;retail
3092;2022-07-24;520;1;396.68;10.88;retail
3093;2023-04-20;411;1;445.52;17.8;mobile
3094;2023-08-15;923;3;307.28;35.81;retail
3095;2023-04-25;390;3;468.45;43.08;mobile
3096;2023-06-04;992;1;61.73;23.02;retail
3097;2022-08-16;351;3;150.33;28.3;e-commerce
3098;2024-01-01;464;3;92.63;47.87;e-commerce
3099;2025-03-28;136;2;79.07;39.08;retail
3100;2022-04-10;486;2;291.28;31.21;mobile
3101;2024-10-10;651;2;73.53;18.87;e-commerce
3102;2023-09-16;637;3;201.54;48.01;mobile
3103;2022-11-10;283;3;347.82;42.89;retail
3104;2022-08-08;803;1;18.25;42.55;retail
3105;2023-10-18;645;1;423.48;44.53;mobile
3106;2023-09-24;994;2;353.52;6.3;mobile
3107;2023-05-16;74;2;280.04;46.64;mobile
3108;2022-08-15;876;2;52.79;20.84;mobile
3109;2024-02-06;898;3;286.78;20.93;mobile
3110;2025-02-24;874;1;102.9;5.06;e-commerce
3111;2024-05-11;443;1;92.81;27.09;e-commerce
3112;2022-12-31;425;3;253.83;22.52;retail
3113;2023-09-28;330;2;383.86;34.44;mobile
3114;2024-08-05;882;2;74.5;17.57;e-commerce
3115;2022-05-07;110;3;431.53;41.35;mobile
3116;2025-01-14;508;1;450.95;49.73;mobile
3117;2022-10-15;171;3;238.28;40.19;retail
3118;2023-01-04;202;3;299.5;35.34;e-commerce
3119;2023-06-17;453;1;55.23;26.91;retail
3120;2023-07-01;429;3;36.49;34.54;retail
3121;2022-05-02;332;3;345.05;15.7;mobile
3122;2022-03-25;856;3;16.52;35.78;retail
3123;2022-02-22;369;1;386.84;4.09;e-commerce
3124;2023-08-29;611;1;358.78;7.39;e-commerce
3125;2022-02-03;730;3;368.14;35.74;retail
3126;2023-06-05;352;1;93.06;37.06;e-commerce
3127;2024-01-12;741;1;240.4;30.94;e-commerce
3128;2023-11-18;291;3;446.63;45.26;e-commerce
3129;2023-03-09;189;2;435.11;44.62;e-commerce
3130;2023-01-13;750;2;341.78;2.28;retail
3131;2022-08-23;351;2;105.68;37.63;retail
3132;2024-06-14;123;2;364.85;45.28;mobile
3133;2024-10-09;480;1;139.64;25.69;e-commerce
3134;2023-09-28;701;2;128.72;23.12;e-commerce
3135;2025-03-17;851;1;216.89;26.92;mobile
3136;2025-03-20;575;3;444.74;16.71;mobile
3137;2025-02-12;725;2;378.07;46.15;retail
3138;2023-02-12;840;3;59.94;32.26;e-commerce
3139;2022-09-02;114;3;40.94;36.66;retail
3140;2022-07-03;995;2;95.61;11.2;mobile
3141;2024-01-18;849;1;164.74;44.34;retail
3142;2022-05-29;167;2;296.45;38.4;e-commerce
3143;2023-12-05;487;2;317.19;9.05;retail
3144;2022-01-17;846;3;335.56;25.5;mobile
3145;2023-08-02;702;1;16.4;46.16;mobile
3146;2024-03-11;471;2;209.15;7.11;e-commerce
3147;2025-02-26;986;2;116.59;29.93;e-commerce
3148;2022-02-22;296;1;469.38;7.69;retail
3149;2022-03-31;51;2;230.55;15.39;e-commerce
3150;2023-08-16;169;3;221.17;14.43;retail
3151;2022-07-02;184;2;453.75;28.59;mobile
3152;2022-12-20;371;1;165.31;1.89;mobile
3153;2025-01-14;900;2;124.53;18.17;e-commerce
3154;2024-07-05;601;3;341.69;31.23;retail
3155;2024-09-29;276;1;357.75;7.7;mobile
3156;2025-02-24;279;1;275.22;18.68;mobile
3157;2022-05-16;875;3;382.84;4.23;mobile
3158;2022-02-22;437;1;397.64;38.72;retail
3159;2024-07-02;81;3;453.21;16.76;e-commerce
3160;2024-11-09;77;3;401.68;11.9;e-commerce
3161;2024-12-14;932;3;238.09;33.16;e-commerce
3162;2022-10-29;116;3;287.77;21.18;retail
3163;2022-10-11;781;1;23.11;22.13;e-commerce
3164;2025-02-02;54;3;249.49;1.71;e-commerce
3165;2023-04-14;398;1;38.57;10.89;e-commerce
3166;2025-03-03;293;1;300.15;34.23;e-commerce
3167;2022-02-20;513;2;70.79;42.96;e-commerce
3168;2023-03-21;171;1;299.82;5.06;mobile
3169;2024-04-30;140;3;143.44;17.92;mobile
3170;2024-03-12;894;3;254.05;28.65;mobile
3171;2022-11-24;448;1;261.78;0.29;retail
3172;2025-01-24;555;2;498.66;25.45;mobile
3173;2022-11-18;521;2;419.81;46.57;mobile
3174;2023-04-28;910;2;253.17;4.24;mobile
3175;2022-05-13;227;2;215.19;5.75;mobile
3176;2022-03-11;72;3;396.4;31.63;e-commerce
3177;2022-01-27;268;1;113.28;40.72;mobile
3178;2025-02-04;291;2;447.87;48.11;e-commerce
3179;2024-01-14;581;3;200.27;36.52;retail
3180;2023-10-13;834;3;229.18;38.01;mobile
3181;2024-11-04;7;1;217.19;18.9;mobile
3182;2022-01-02;418;1;389.99;27.33;retail
3183;2024-06-21;433;3;17.22;48.71;retail
3184;2022-02-03;958;1;201.18;30.22;mobile
3185;2023-03-01;282;3;437.1;42.28;e-commerce
3186;2024-07-03;568;1;197.4;13.0;e-commerce
3187;2025-01-21;603;3;51.45;5.19;e-commerce
3188;2025-02-06;429;1;225.61;41.72;mobile
3189;2022-10-01;576;1;123.51;36.29;retail
3190;2024-01-19;767;3;369.11;28.44;e-commerce
3191;2025-02-11;356;1;459.35;19.41;mobile
3192;2024-11-26;633;2;225.19;34.58;e-commerce
3193;2023-09-01;506;3;27.45;43.59;retail
3194;2025-02-02;300;1;354.31;40.6;e-commerce
3195;2022-10-10;746;3;457.92;42.51;e-commerce
3196;2023-12-10;976;3;333.03;13.25;e-commerce
3197;2024-09-17;236;1;89.56;35.46;retail
3198;2023-12-05;62;3;36.8;30.95;e-commerce
3199;2023-09-06;908;3;161.73;18.64;e-commerce
3200;2024-11-02;258;2;317.83;38.04;retail
3201;2024-05-04;315;1;499.12;48.99;e-commerce
3202;2024-06-17;714;1;274.45;36.36;mobile
3203;2022-07-29;171;3;154.65;12.77;e-commerce
3204;2022-10-08;550;2;313.95;36.37;retail
3205;2023-12-01;148;3;194.13;29.29;mobile
3206;2023-06-06;945;3;144.29;22.29;e-commerce
3207;2023-10-25;907;1;200.71;20.56;e-commerce
3208;2022-06-29;471;1;329.46;23.86;retail
3209;2024-02-24;77;2;379.2;18.48;retail
3210;2022-04-23;532;2;143.61;44.37;mobile
3211;2024-01-18;538;2;149.53;2.05;retail
3212;2023-11-04;12;2;126.44;12.66;mobile
3213;2023-05-30;753;3;69.9;35.07;mobile
3214;2025-01-01;64;3;51.48;42.74;retail
3215;2024-11-20;722;3;236.29;44.63;e-commerce
3216;2022-08-03;339;2;184.04;1.52;e-commerce
3217;2022-08-14;229;1;299.84;16.25;e-commerce
3218;2022-08-26;627;3;421.45;6.42;e-commerce
3219;2024-04-28;712;3;477.23;41.78;mobile
3220;2022-11-01;901;2;356.61;35.26;e-commerce
3221;2025-03-08;39;2;353.93;7.85;e-commerce
3222;2023-06-29;956;2;54.63;27.29;mobile
3223;2024-02-10;767;3;334.2;26.74;mobile
3224;2023-03-26;868;2;257.73;38.46;mobile
3225;2024-01-15;578;2;450.5;7.16;mobile
3226;2023-04-25;580;1;164.87;49.37;retail
3227;2022-12-20;236;1;209.3;34.21;retail
3228;2023-01-23;693;3;441.54;30.79;mobile
3229;2022-11-22;110;3;136.35;10.5;retail
3230;2022-10-10;775;3;485.6;11.93;retail
3231;2022-03-01;897;1;173.02;28.4;mobile
3232;2023-05-05;258;3;30.88;31.95;retail
3233;2025-01-05;924;1;59.71;28.64;mobile
3234;2025-03-21;768;3;52.21;7.67;e-commerce
3235;2022-05-17;950;2;81.59;1.78;e-commerce
3236;2022-01-20;881;1;28.66;27.74;retail
3237;2023-04-11;44;3;359.46;37.95;mobile
3238;2023-02-05;300;2;366.26;35.46;mobile
3239;2023-06-15;196;2;258.29;11.3;mobile
3240;2022-01-24;60;1;124.31;30.84;retail
3241;2024-07-24;244;1;410.39;32.5;e-commerce
3242;2024-02-29;789;2;186.75;11.55;retail
3243;2023-08-09;557;2;399.79;31.27;retail
3244;2022-05-17;521;3;399.06;31.93;e-commerce
3245;2023-10-27;310;1;203.83;10.15;mobile
3246;2023-07-30;317;1;119.54;25.3;e-commerce
3247;2022-11-13;733;1;471.62;3.78;mobile
3248;2022-04-16;363;1;332.4;22.09;e-commerce
3249;2024-05-21;362;1;152.21;27.14;e-commerce
3250;2022-01-07;374;1;206.9;32.49;retail
3251;2024-08-16;450;1;270.71;29.04;mobile
3252;2024-02-23;759;2;383.17;18.08;mobile
3253;2022-05-28;898;1;27.36;11.16;retail
3254;2022-10-21;387;1;472.4;16.0;retail
3255;2023-10-14;61;3;433.9;18.84;retail
3256;2022-06-08;85;2;422.11;39.18;retail
3257;2024-07-25;192;2;164.34;0.83;e-commerce
3258;2024-05-25;452;1;244.55;14.35;retail
3259;2023-10-10;562;3;119.55;8.09;mobile
3260;2024-09-27;18;3;262.56;29.43;retail
3261;2023-06-12;244;3;78.76;25.35;e-commerce
3262;2024-03-05;952;1;326.82;23.16;e-commerce
3263;2022-04-10;83;1;28.28;31.75;mobile
3264;2023-07-10;49;2;13.85;41.39;retail
3265;2023-01-10;357;3;497.52;33.36;retail
3266;2023-05-09;177;2;210.93;12.91;retail
3267;2023-03-20;922;2;334.65;20.91;e-commerce
3268;2023-01-21;452;3;487.73;47.96;retail
3269;2022-07-09;820;2;106.26;12.83;mobile
3270;2022-06-24;74;3;434.65;22.51;mobile
3271;2023-10-08;922;1;328.1;36.57;e-commerce
3272;2024-01-17;467;2;320.02;7.09;mobile
3273;2023-11-18;407;2;460.71;49.75;e-commerce
3274;2025-02-17;72;3;19.5;21.58;mobile
3275;2023-02-17;94;3;30.22;46.29;retail
3276;2024-11-11;474;3;417.33;3.99;retail
3277;2022-10-24;690;1;57.93;38.29;retail
3278;2022-05-28;76;2;205.48;7.74;mobile
3279;2024-05-10;250;1;302.57;22.49;retail
3280;2022-02-05;207;2;360.13;8.79;e-commerce
3281;2024-03-17;363;2;285.37;45.49;retail
3282;2024-05-28;548;1;480.07;2.38;e-commerce
3283;2022-04-05;159;1;28.61;22.15;e-commerce
3284;2022-02-25;949;3;390.23;26.92;e-commerce
3285;2023-07-03;237;2;444.65;19.28;e-commerce
3286;2025-02-01;268;1;91.95;47.81;mobile
3287;2024-04-25;458;3;272.04;5.05;mobile
3288;2022-06-04;692;1;347.21;13.31;retail
3289;2022-10-08;142;3;337.77;49.73;retail
3290;2024-10-16;263;1;145.87;13.25;mobile
3291;2024-07-04;418;2;201.32;37.98;mobile
3292;2022-07-08;123;2;13.79;3.71;e-commerce
3293;2022-06-08;284;2;311.65;35.2;e-commerce
3294;2022-01-11;7;2;254.56;2.7;e-commerce
3295;2023-01-02;886;2;472.62;46.56;mobile
3296;2023-04-13;496;2;450.17;42.59;mobile
3297;2022-05-22;861;3;191.68;48.52;retail
3298;2022-10-18;141;1;364.3;34.54;e-commerce
3299;2022-12-18;106;1;467.12;21.15;e-commerce
3300;2023-05-03;672;1;278.47;25.99;e-commerce
3301;2022-09-06;970;1;487.01;38.69;e-commerce
3302;2022-09-22;422;1;16.73;28.38;retail
3303;2022-08-06;500;3;28.31;36.23;e-commerce
3304;2024-07-26;700;1;388.9;11.0;e-commerce
